county,lag,Model type,variable,estimate,std.error,statistic,p.value,conf.low,conf.high,r_squared,AIC,adj_r_squared,significance
Kirinyaga,1,Combined,Total animal incidence,0.493,8.697,0.057,0.955,-13.813,14.799,3.09071812926095e-05,1138.82148849139,-0.01,Not Significant
Kirinyaga,2,Combined,(Intercept),0.876,20.704,0.042,0.966,-33.183,34.934,0.00111266695156119,1129.01531660692,-0.009,Not Significant
Kirinyaga,2,Combined,Total animal incidence,-2.958,8.734,-0.339,0.736,-17.326,11.409,0.00111266695156119,1129.01531660692,-0.009,Not Significant
Kirinyaga,3,Combined,(Intercept),0.95,20.914,0.045,0.964,-33.454,35.353,0.000242317267475638,1119.40438932923,-0.01,Not Significant
Kirinyaga,3,Combined,Total animal incidence,1.381,8.78,0.157,0.875,-13.063,15.824,0.000242317267475638,1119.40438932923,-0.01,Not Significant
Kirinyaga,4,Combined,(Intercept),0.743,21.116,0.035,0.972,-33.993,35.48,0.000400604649069523,1109.66732285662,-0.009,Not Significant
Kirinyaga,4,Combined,Total animal incidence,-1.775,8.823,-0.201,0.841,-16.288,12.738,0.000400604649069523,1109.66732285662,-0.009,Not Significant
Kirinyaga,5,Combined,(Intercept),0.968,21.21,0.046,0.964,-33.923,35.859,0.0110429309308912,1098.84377369474,0.001,Not Significant
Kirinyaga,5,Combined,Total animal incidence,9.319,8.819,1.057,0.293,-5.188,23.826,0.0110429309308912,1098.84377369474,0.001,Not Significant
Kirinyaga,6,Combined,(Intercept),0.893,21.435,0.042,0.967,-34.367,36.153,0.00990540479778245,1089.23954705352,0,Not Significant
Kirinyaga,6,Combined,Total animal incidence,-8.826,8.868,-0.995,0.322,-23.414,5.763,0.00990540479778245,1089.23954705352,0,Not Significant
Kirinyaga,0,Individual,(Intercept),0.907,20.3,0.045,0.964,-32.487,34.301,0.00239344855943883,1148.25084174702,-0.007,Not Significant
Kirinyaga,0,Individual,Camel incidence,,,,,,,0.00239344855943883,1148.25084174702,-0.007,
Kirinyaga,0,Individual,Sheep incidence,,,,,,,0.00239344855943883,1148.25084174702,-0.007,
Kirinyaga,0,Individual,Cattle incidence,-4.339,8.645,-0.502,0.617,-18.56,9.882,0.00239344855943883,1148.25084174702,-0.007,Not Significant
Kirinyaga,0,Individual,Goat Incidence,,,,,,,0.00239344855943883,1148.25084174702,-0.007,
Kirinyaga,1,Individual,(Intercept),0.932,20.518,0.045,0.964,-32.82,34.684,3.09071812926095e-05,1138.82148849139,-0.01,Not Significant
Kirinyaga,1,Individual,Camel incidence,,,,,,,3.09071812926095e-05,1138.82148849139,-0.01,
Kirinyaga,1,Individual,Sheep incidence,,,,,,,3.09071812926095e-05,1138.82148849139,-0.01,
Kirinyaga,1,Individual,Cattle incidence,0.493,8.697,0.057,0.955,-13.813,14.799,3.09071812926095e-05,1138.82148849139,-0.01,Not Significant
Kirinyaga,1,Individual,Goat Incidence,,,,,,,3.09071812926095e-05,1138.82148849139,-0.01,
Kirinyaga,2,Individual,(Intercept),0.876,20.704,0.042,0.966,-33.183,34.934,0.00111266695156119,1129.01531660692,-0.009,Not Significant
Kirinyaga,2,Individual,Camel incidence,,,,,,,0.00111266695156119,1129.01531660692,-0.009,
Kirinyaga,2,Individual,Sheep incidence,,,,,,,0.00111266695156119,1129.01531660692,-0.009,
Kirinyaga,2,Individual,Cattle incidence,-2.958,8.734,-0.339,0.736,-17.326,11.409,0.00111266695156119,1129.01531660692,-0.009,Not Significant
Kirinyaga,2,Individual,Goat Incidence,,,,,,,0.00111266695156119,1129.01531660692,-0.009,
Kirinyaga,3,Individual,(Intercept),0.95,20.914,0.045,0.964,-33.454,35.353,0.000242317267475638,1119.40438932923,-0.01,Not Significant
Kirinyaga,3,Individual,Camel incidence,,,,,,,0.000242317267475638,1119.40438932923,-0.01,
Kirinyaga,3,Individual,Sheep incidence,,,,,,,0.000242317267475638,1119.40438932923,-0.01,
Kirinyaga,3,Individual,Cattle incidence,1.381,8.78,0.157,0.875,-13.063,15.824,0.000242317267475638,1119.40438932923,-0.01,Not Significant
Kirinyaga,3,Individual,Goat Incidence,,,,,,,0.000242317267475638,1119.40438932923,-0.01,
Kirinyaga,4,Individual,(Intercept),0.743,21.116,0.035,0.972,-33.993,35.48,0.000400604649069523,1109.66732285662,-0.009,Not Significant
Kirinyaga,4,Individual,Camel incidence,,,,,,,0.000400604649069523,1109.66732285662,-0.009,
Kirinyaga,4,Individual,Sheep incidence,,,,,,,0.000400604649069523,1109.66732285662,-0.009,
Kirinyaga,4,Individual,Cattle incidence,-1.775,8.823,-0.201,0.841,-16.288,12.738,0.000400604649069523,1109.66732285662,-0.009,Not Significant
Kirinyaga,4,Individual,Goat Incidence,,,,,,,0.000400604649069523,1109.66732285662,-0.009,
Kirinyaga,5,Individual,(Intercept),0.968,21.21,0.046,0.964,-33.923,35.859,0.0110429309308912,1098.84377369474,0.001,Not Significant
Kirinyaga,5,Individual,Camel incidence,,,,,,,0.0110429309308912,1098.84377369474,0.001,
Kirinyaga,5,Individual,Sheep incidence,,,,,,,0.0110429309308912,1098.84377369474,0.001,
Kirinyaga,5,Individual,Cattle incidence,9.319,8.819,1.057,0.293,-5.188,23.826,0.0110429309308912,1098.84377369474,0.001,Not Significant
Kirinyaga,5,Individual,Goat Incidence,,,,,,,0.0110429309308912,1098.84377369474,0.001,
Kirinyaga,6,Individual,(Intercept),0.893,21.435,0.042,0.967,-34.367,36.153,0.00990540479778245,1089.23954705352,0,Not Significant
Kirinyaga,6,Individual,Camel incidence,,,,,,,0.00990540479778245,1089.23954705352,0,
Kirinyaga,6,Individual,Sheep incidence,,,,,,,0.00990540479778245,1089.23954705352,0,
Kirinyaga,6,Individual,Cattle incidence,-8.826,8.868,-0.995,0.322,-23.414,5.763,0.00990540479778245,1089.23954705352,0,Not Significant
Kirinyaga,6,Individual,Goat Incidence,,,,,,,0.00990540479778245,1089.23954705352,0,
Kisii,0,Combined,(Intercept),20.867,52.149,0.4,0.69,-64.918,106.652,0.0192674454399453,1350.15144297314,0.01,Not Significant
Kisii,0,Combined,Total animal incidence,35.821,24.94,1.436,0.154,-5.206,76.847,0.0192674454399453,1350.15144297314,0.01,Not Significant
Kisii,1,Combined,(Intercept),21.306,52.829,0.403,0.688,-65.597,108.209,0.0123563415565178,1339.32150479483,0.003,Not Significant
Kisii,1,Combined,Total animal incidence,-28.685,25.147,-1.141,0.257,-70.052,12.682,0.0123563415565178,1339.32150479483,0.003,Not Significant
Kisii,2,Combined,(Intercept),21.406,53.436,0.401,0.69,-66.496,109.308,0.0086842612435487,1328.12755824267,-0.001,Not Significant
Kisii,2,Combined,Total animal incidence,24.048,25.316,0.95,0.344,-17.597,65.692,0.0086842612435487,1328.12755824267,-0.001,Not Significant
Kisii,3,Combined,(Intercept),21.636,54.117,0.4,0.69,-67.387,110.659,0.00268251882618271,1317.1569172098,-0.007,Not Significant
Kisii,3,Combined,Total animal incidence,-13.365,25.516,-0.524,0.602,-55.339,28.609,0.00268251882618271,1317.1569172098,-0.007,Not Significant
Kisii,4,Combined,(Intercept),21.701,54.662,0.397,0.692,-68.218,111.621,0.00215676774461697,1305.59894833806,-0.008,Not Significant
Kisii,4,Combined,Total animal incidence,11.984,25.649,0.467,0.641,-30.209,54.177,0.00215676774461697,1305.59894833806,-0.008,Not Significant
Kisii,5,Combined,(Intercept),20.291,55.215,0.367,0.714,-70.538,111.12,0.00106457322917191,1294.01971794518,-0.009,Not Significant
Kisii,5,Combined,Total animal incidence,-8.417,25.782,-0.326,0.745,-50.829,33.995,0.00106457322917191,1294.01971794518,-0.009,Not Significant
Kisii,6,Combined,(Intercept),20.549,55.572,0.37,0.712,-70.866,111.964,0.00804576696868041,1281.67659583763,-0.002,Not Significant
Kisii,6,Combined,Total animal incidence,-23.138,25.821,-0.896,0.372,-65.614,19.338,0.00804576696868041,1281.67659583763,-0.002,Not Significant
Kisii,0,Individual,(Intercept),20.867,52.149,0.4,0.69,-64.918,106.652,0.0192674454399453,1350.15144297314,0.01,Not Significant
Kisii,0,Individual,Camel incidence,,,,,,,0.0192674454399453,1350.15144297314,0.01,
Kisii,0,Individual,Sheep incidence,,,,,,,0.0192674454399453,1350.15144297314,0.01,
Kisii,0,Individual,Cattle incidence,35.821,24.94,1.436,0.154,-5.206,76.847,0.0192674454399453,1350.15144297314,0.01,Not Significant
Kisii,0,Individual,Goat Incidence,,,,,,,0.0192674454399453,1350.15144297314,0.01,
Kisii,1,Individual,(Intercept),21.306,52.829,0.403,0.688,-65.597,108.209,0.0123563415565178,1339.32150479483,0.003,Not Significant
Kisii,1,Individual,Camel incidence,,,,,,,0.0123563415565178,1339.32150479483,0.003,
Kisii,1,Individual,Sheep incidence,,,,,,,0.0123563415565178,1339.32150479483,0.003,
Kisii,1,Individual,Cattle incidence,-28.685,25.147,-1.141,0.257,-70.052,12.682,0.0123563415565178,1339.32150479483,0.003,Not Significant
Kisii,1,Individual,Goat Incidence,,,,,,,0.0123563415565178,1339.32150479483,0.003,
Kisii,2,Individual,(Intercept),21.406,53.436,0.401,0.69,-66.496,109.308,0.0086842612435487,1328.12755824267,-0.001,Not Significant
Kisii,2,Individual,Camel incidence,,,,,,,0.0086842612435487,1328.12755824267,-0.001,
Kisii,2,Individual,Sheep incidence,,,,,,,0.0086842612435487,1328.12755824267,-0.001,
Kisii,2,Individual,Cattle incidence,24.048,25.316,0.95,0.344,-17.597,65.692,0.0086842612435487,1328.12755824267,-0.001,Not Significant
Kisii,2,Individual,Goat Incidence,,,,,,,0.0086842612435487,1328.12755824267,-0.001,
Kisii,3,Individual,(Intercept),21.636,54.117,0.4,0.69,-67.387,110.659,0.00268251882618271,1317.1569172098,-0.007,Not Significant
Kisii,3,Individual,Camel incidence,,,,,,,0.00268251882618271,1317.1569172098,-0.007,
Kisii,3,Individual,Sheep incidence,,,,,,,0.00268251882618271,1317.1569172098,-0.007,
Kisii,3,Individual,Cattle incidence,-13.365,25.516,-0.524,0.602,-55.339,28.609,0.00268251882618271,1317.1569172098,-0.007,Not Significant
Kisii,3,Individual,Goat Incidence,,,,,,,0.00268251882618271,1317.1569172098,-0.007,
Kisii,4,Individual,(Intercept),21.701,54.662,0.397,0.692,-68.218,111.621,0.00215676774461697,1305.59894833806,-0.008,Not Significant
Kisii,4,Individual,Camel incidence,,,,,,,0.00215676774461697,1305.59894833806,-0.008,
Kisii,4,Individual,Sheep incidence,,,,,,,0.00215676774461697,1305.59894833806,-0.008,
Kisii,4,Individual,Cattle incidence,11.984,25.649,0.467,0.641,-30.209,54.177,0.00215676774461697,1305.59894833806,-0.008,Not Significant
Kisii,4,Individual,Goat Incidence,,,,,,,0.00215676774461697,1305.59894833806,-0.008,
Kisii,5,Individual,(Intercept),20.291,55.215,0.367,0.714,-70.538,111.12,0.00106457322917191,1294.01971794518,-0.009,Not Significant
Kisii,5,Individual,Camel incidence,,,,,,,0.00106457322917191,1294.01971794518,-0.009,
Kisii,5,Individual,Sheep incidence,,,,,,,0.00106457322917191,1294.01971794518,-0.009,
Kisii,5,Individual,Cattle incidence,-8.417,25.782,-0.326,0.745,-50.829,33.995,0.00106457322917191,1294.01971794518,-0.009,Not Significant
Kisii,5,Individual,Goat Incidence,,,,,,,0.00106457322917191,1294.01971794518,-0.009,
Kisii,6,Individual,(Intercept),20.549,55.572,0.37,0.712,-70.866,111.964,0.00804576696868041,1281.67659583763,-0.002,Not Significant
Kisii,6,Individual,Camel incidence,,,,,,,0.00804576696868041,1281.67659583763,-0.002,
Kisii,6,Individual,Sheep incidence,,,,,,,0.00804576696868041,1281.67659583763,-0.002,
Kisii,6,Individual,Cattle incidence,-23.138,25.821,-0.896,0.372,-65.614,19.338,0.00804576696868041,1281.67659583763,-0.002,Not Significant
Kisii,6,Individual,Goat Incidence,,,,,,,0.00804576696868041,1281.67659583763,-0.002,
Kisumu,0,Combined,(Intercept),4.252,18.79,0.226,0.821,-26.658,35.161,7.04613497606687e-33,1130.71972203231,0,Not Significant
Kisumu,0,Combined,Total animal incidence,,,,,,,7.04613497606687e-33,1130.71972203231,0,
Kisumu,1,Combined,(Intercept),4.612,18.965,0.243,0.808,-26.585,35.809,1.19505954497171e-32,1121.14595833014,0,Not Significant
Kisumu,1,Combined,Total animal incidence,,,,,,,1.19505954497171e-32,1121.14595833014,0,
Kisumu,2,Combined,(Intercept),4.683,19.146,0.245,0.807,-26.812,36.178,4.26914289864137e-33,1111.60064768415,0,Not Significant
Kisumu,2,Combined,Total animal incidence,,,,,,,4.26914289864137e-33,1111.60064768415,0,
Kisumu,3,Combined,(Intercept),4.565,19.331,0.236,0.814,-27.234,36.363,9.25262538663741e-33,1102.04333204662,0,Not Significant
Kisumu,3,Combined,Total animal incidence,,,,,,,9.25262538663741e-33,1102.04333204662,0,
Kisumu,4,Combined,(Intercept),4.673,19.519,0.239,0.811,-27.436,36.782,7.56094659205704e-33,1092.47716133989,0,Not Significant
Kisumu,4,Combined,Total animal incidence,,,,,,,7.56094659205704e-33,1092.47716133989,0,
Kisumu,5,Combined,(Intercept),3.425,19.671,0.174,0.862,-28.934,35.783,4.82930071939826e-33,1082.48653118425,0,Not Significant
Kisumu,5,Combined,Total animal incidence,,,,,,,4.82930071939826e-33,1082.48653118425,0,
Kisumu,6,Combined,(Intercept),4.513,19.836,0.228,0.82,-28.117,37.144,1.50067426407371e-34,1072.59832631362,0,Not Significant
Kisumu,6,Combined,Total animal incidence,,,,,,,1.50067426407371e-34,1072.59832631362,0,
Kisumu,0,Individual,(Intercept),4.252,18.79,0.226,0.821,-26.658,35.161,7.04613497606687e-33,1130.71972203231,0,Not Significant
Kisumu,0,Individual,Camel incidence,,,,,,,7.04613497606687e-33,1130.71972203231,0,
Kisumu,0,Individual,Sheep incidence,,,,,,,7.04613497606687e-33,1130.71972203231,0,
Kisumu,0,Individual,Cattle incidence,,,,,,,7.04613497606687e-33,1130.71972203231,0,
Kisumu,0,Individual,Goat Incidence,,,,,,,7.04613497606687e-33,1130.71972203231,0,
Kisumu,1,Individual,(Intercept),4.612,18.965,0.243,0.808,-26.585,35.809,1.19505954497171e-32,1121.14595833014,0,Not Significant
Kisumu,1,Individual,Camel incidence,,,,,,,1.19505954497171e-32,1121.14595833014,0,
Kisumu,1,Individual,Sheep incidence,,,,,,,1.19505954497171e-32,1121.14595833014,0,
Kisumu,1,Individual,Cattle incidence,,,,,,,1.19505954497171e-32,1121.14595833014,0,
Kisumu,1,Individual,Goat Incidence,,,,,,,1.19505954497171e-32,1121.14595833014,0,
Kisumu,2,Individual,(Intercept),4.683,19.146,0.245,0.807,-26.812,36.178,4.26914289864137e-33,1111.60064768415,0,Not Significant
Kisumu,2,Individual,Camel incidence,,,,,,,4.26914289864137e-33,1111.60064768415,0,
Kisumu,2,Individual,Sheep incidence,,,,,,,4.26914289864137e-33,1111.60064768415,0,
Kisumu,2,Individual,Cattle incidence,,,,,,,4.26914289864137e-33,1111.60064768415,0,
Kisumu,2,Individual,Goat Incidence,,,,,,,4.26914289864137e-33,1111.60064768415,0,
Kisumu,3,Individual,(Intercept),4.565,19.331,0.236,0.814,-27.234,36.363,9.25262538663741e-33,1102.04333204662,0,Not Significant
Kisumu,3,Individual,Camel incidence,,,,,,,9.25262538663741e-33,1102.04333204662,0,
Kisumu,3,Individual,Sheep incidence,,,,,,,9.25262538663741e-33,1102.04333204662,0,
Kisumu,3,Individual,Cattle incidence,,,,,,,9.25262538663741e-33,1102.04333204662,0,
Kisumu,3,Individual,Goat Incidence,,,,,,,9.25262538663741e-33,1102.04333204662,0,
Kisumu,4,Individual,(Intercept),4.673,19.519,0.239,0.811,-27.436,36.782,7.56094659205704e-33,1092.47716133989,0,Not Significant
Kisumu,4,Individual,Camel incidence,,,,,,,7.56094659205704e-33,1092.47716133989,0,
Kisumu,4,Individual,Sheep incidence,,,,,,,7.56094659205704e-33,1092.47716133989,0,
Kisumu,4,Individual,Cattle incidence,,,,,,,7.56094659205704e-33,1092.47716133989,0,
Kisumu,4,Individual,Goat Incidence,,,,,,,7.56094659205704e-33,1092.47716133989,0,
Kisumu,5,Individual,(Intercept),3.425,19.671,0.174,0.862,-28.934,35.783,4.82930071939826e-33,1082.48653118425,0,Not Significant
Kisumu,5,Individual,Camel incidence,,,,,,,4.82930071939826e-33,1082.48653118425,0,
Kisumu,5,Individual,Sheep incidence,,,,,,,4.82930071939826e-33,1082.48653118425,0,
Kisumu,5,Individual,Cattle incidence,,,,,,,4.82930071939826e-33,1082.48653118425,0,
Kisumu,5,Individual,Goat Incidence,,,,,,,4.82930071939826e-33,1082.48653118425,0,
Kisumu,6,Individual,(Intercept),4.513,19.836,0.228,0.82,-28.117,37.144,1.50067426407371e-34,1072.59832631362,0,Not Significant
Kisumu,6,Individual,Camel incidence,,,,,,,1.50067426407371e-34,1072.59832631362,0,
Kisumu,6,Individual,Sheep incidence,,,,,,,1.50067426407371e-34,1072.59832631362,0,
Kisumu,6,Individual,Cattle incidence,,,,,,,1.50067426407371e-34,1072.59832631362,0,
Kisumu,6,Individual,Goat Incidence,,,,,,,1.50067426407371e-34,1072.59832631362,0,
Kitui,0,Combined,(Intercept),0.167,15.823,0.011,0.992,-25.862,26.195,0.024273860771866,1094.92389085023,0.015,Not Significant
Kitui,0,Combined,Total animal incidence,38.295,23.694,1.616,0.109,-0.682,77.272,0.024273860771866,1094.92389085023,0.015,Not Significant
Kitui,1,Combined,(Intercept),1.43,16.027,0.089,0.929,-24.935,27.795,0.011483274765059,1086.455693459,0.002,Not Significant
Kitui,1,Combined,Total animal incidence,-26.257,23.888,-1.099,0.274,-65.553,13.039,0.011483274765059,1086.455693459,0.002,Not Significant
Kitui,2,Combined,(Intercept),2.084,16.159,0.129,0.898,-24.498,28.666,0.0125307761095657,1076.97165762768,0.003,Not Significant
Kitui,2,Combined,Total animal incidence,27.405,23.971,1.143,0.256,-12.027,66.838,0.0125307761095657,1076.97165762768,0.003,Not Significant
Kitui,3,Combined,(Intercept),2.203,16.012,0.138,0.891,-24.137,28.543,0.0489337875619714,1063.85512276397,0.04,Not Significant
Kitui,3,Combined,Total animal incidence,-54.155,23.64,-2.291,0.024,-93.042,-15.268,0.0489337875619714,1063.85512276397,0.04,Significant
Kitui,4,Combined,(Intercept),1.541,16.507,0.093,0.926,-25.613,28.696,0.0107706541950446,1058.72434327078,0.001,Not Significant
Kitui,4,Combined,Total animal incidence,28.043,26.742,1.049,0.297,-15.947,72.033,0.0107706541950446,1058.72434327078,0.001,Not Significant
Kitui,5,Combined,(Intercept),2.191,16.632,0.132,0.895,-25.169,29.552,0.0131615148441157,1049.24445926653,0.003,Not Significant
Kitui,5,Combined,Total animal incidence,34.967,30.278,1.155,0.251,-14.841,84.775,0.0131615148441157,1049.24445926653,0.003,Not Significant
Kitui,6,Combined,(Intercept),1.047,16.847,0.062,0.951,-26.667,28.76,0.00276959611122377,1040.59179555994,-0.007,Not Significant
Kitui,6,Combined,Total animal incidence,16.003,30.518,0.524,0.601,-34.2,66.206,0.00276959611122377,1040.59179555994,-0.007,Not Significant
Kitui,0,Individual,(Intercept),0.167,15.589,0.011,0.991,-25.477,25.81,0.0619445544307236,1092.7109911589,0.044,Not Significant
Kitui,0,Individual,Camel incidence,,,,,,,0.0619445544307236,1092.7109911589,0.044,
Kitui,0,Individual,Sheep incidence,,,,,,,0.0619445544307236,1092.7109911589,0.044,
Kitui,0,Individual,Cattle incidence,7.8,27.705,0.282,0.779,-37.775,53.376,0.0619445544307236,1092.7109911589,0.044,Not Significant
Kitui,0,Individual,Goat Incidence,112.927,43.342,2.605,0.011,41.628,184.225,0.0619445544307236,1092.7109911589,0.044,Significant
Kitui,1,Individual,(Intercept),1.43,16.105,0.089,0.929,-25.062,27.922,0.0115319438389417,1088.45047447919,-0.008,Not Significant
Kitui,1,Individual,Camel incidence,,,,,,,0.0115319438389417,1088.45047447919,-0.008,
Kitui,1,Individual,Sheep incidence,,,,,,,0.0115319438389417,1088.45047447919,-0.008,
Kitui,1,Individual,Cattle incidence,-25.164,28.488,-0.883,0.379,-72.027,21.699,0.0115319438389417,1088.45047447919,-0.008,Not Significant
Kitui,1,Individual,Goat Incidence,-28.931,44.567,-0.649,0.518,-102.243,44.382,0.0115319438389417,1088.45047447919,-0.008,Not Significant
Kitui,2,Individual,(Intercept),2.084,16.224,0.128,0.898,-24.605,28.773,0.0142290188659816,1078.79092389542,-0.005,Not Significant
Kitui,2,Individual,Camel incidence,,,,,,,0.0142290188659816,1078.79092389542,-0.005,
Kitui,2,Individual,Sheep incidence,,,,,,,0.0142290188659816,1078.79092389542,-0.005,
Kitui,2,Individual,Cattle incidence,33.854,28.565,1.185,0.239,-13.134,80.843,0.0142290188659816,1078.79092389542,-0.005,Not Significant
Kitui,2,Individual,Goat Incidence,11.622,44.686,0.26,0.795,-61.887,85.131,0.0142290188659816,1078.79092389542,-0.005,Not Significant
Kitui,3,Individual,(Intercept),2.203,16.033,0.137,0.891,-24.17,28.577,0.0558769976855352,1065.09309111257,0.037,Not Significant
Kitui,3,Individual,Camel incidence,,,,,,,0.0558769976855352,1065.09309111257,0.037,
Kitui,3,Individual,Sheep incidence,,,,,,,0.0558769976855352,1065.09309111257,0.037,
